path,age,gender,age_cat
common_voice_pl_20642495.mp3,thirties,male_masculine,1
common_voice_pl_28400725.mp3,fourties,male_masculine,1
common_voice_pl_25634133.mp3,thirties,male_masculine,1
common_voice_pl_32756830.mp3,twenties,male_masculine,0
common_voice_pl_31495238.mp3,thirties,male_masculine,1
common_voice_pl_26200728.mp3,twenties,male_masculine,0
common_voice_pl_32968860.mp3,thirties,male_masculine,1
common_voice_pl_23901895.mp3,twenties,male_masculine,0
common_voice_pl_20644798.mp3,nineties,male_masculine,2
common_voice_pl_20645408.mp3,nineties,male_masculine,2
common_voice_pl_20647206.mp3,fourties,male_masculine,1
common_voice_pl_20643042.mp3,nineties,male_masculine,2
common_voice_pl_20639170.mp3,twenties,male_masculine,0
common_voice_pl_20675422.mp3,twenties,male_masculine,0
common_voice_pl_20644802.mp3,nineties,male_masculine,2
common_voice_pl_25838111.mp3,twenties,male_masculine,0
common_voice_pl_24456929.mp3,fifties,male_masculine,2
common_voice_pl_29305302.mp3,thirties,male_masculine,1
common_voice_pl_20711756.mp3,twenties,female_feminine,0
common_voice_pl_20790264.mp3,twenties,female_feminine,0
common_voice_pl_20660959.mp3,twenties,male_masculine,0
common_voice_pl_24496396.mp3,fifties,male_masculine,2
common_voice_pl_21890482.mp3,twenties,female_feminine,0
common_voice_pl_24301866.mp3,twenties,male_masculine,0
common_voice_pl_20664109.mp3,thirties,male_masculine,1
common_voice_pl_30435378.mp3,thirties,male_masculine,1
common_voice_pl_24500134.mp3,fifties,male_masculine,2
common_voice_pl_20772146.mp3,thirties,male_masculine,1
common_voice_pl_26175933.mp3,twenties,male_masculine,0
common_voice_pl_20645708.mp3,thirties,male_masculine,1
common_voice_pl_20740465.mp3,fifties,female_feminine,2
common_voice_pl_20738761.mp3,fourties,male_masculine,1
common_voice_pl_22776686.mp3,twenties,male_masculine,0
common_voice_pl_20637416.mp3,twenties,female_feminine,0
common_voice_pl_32755503.mp3,twenties,male_masculine,0
common_voice_pl_42355444.mp3,twenties,female_feminine,0
common_voice_pl_20636644.mp3,thirties,male_masculine,1
common_voice_pl_24499486.mp3,fifties,male_masculine,2
common_voice_pl_25898598.mp3,twenties,male_masculine,0
common_voice_pl_42485422.mp3,thirties,male_masculine,1
common_voice_pl_24677032.mp3,fifties,male_masculine,2
common_voice_pl_20658940.mp3,thirties,male_masculine,1
common_voice_pl_20645081.mp3,nineties,male_masculine,2
common_voice_pl_26174689.mp3,twenties,female_feminine,0
common_voice_pl_20628380.mp3,nineties,male_masculine,2
common_voice_pl_20650827.mp3,twenties,male_masculine,0
common_voice_pl_20645275.mp3,nineties,male_masculine,2
common_voice_pl_20964053.mp3,thirties,male_masculine,1
common_voice_pl_20932806.mp3,thirties,male_masculine,1
common_voice_pl_24496192.mp3,fifties,male_masculine,2
common_voice_pl_42462972.mp3,thirties,male_masculine,1
common_voice_pl_20717423.mp3,thirties,male_masculine,1
common_voice_pl_26200256.mp3,twenties,male_masculine,0
common_voice_pl_20951061.mp3,thirties,female_feminine,1
common_voice_pl_24677157.mp3,fifties,male_masculine,2
common_voice_pl_38655196.mp3,twenties,male_masculine,0
common_voice_pl_20654067.mp3,nineties,male_masculine,2
common_voice_pl_20685702.mp3,thirties,male_masculine,1
common_voice_pl_21758281.mp3,twenties,female_feminine,0
common_voice_pl_24500132.mp3,fifties,male_masculine,2
common_voice_pl_20616481.mp3,twenties,male_masculine,0
common_voice_pl_20654029.mp3,nineties,male_masculine,2
common_voice_pl_20644799.mp3,nineties,male_masculine,2
common_voice_pl_22016055.mp3,teens,male_masculine,0
common_voice_pl_24499804.mp3,fifties,male_masculine,2
common_voice_pl_21601690.mp3,twenties,male_masculine,0
common_voice_pl_20820455.mp3,nineties,male_masculine,2
common_voice_pl_20608788.mp3,twenties,male_masculine,0
common_voice_pl_20678548.mp3,fourties,female_feminine,1
common_voice_pl_22846223.mp3,fourties,male_masculine,1
common_voice_pl_30543349.mp3,twenties,female_feminine,0
common_voice_pl_33712885.mp3,thirties,male_masculine,1
common_voice_pl_21535345.mp3,thirties,male_masculine,1
common_voice_pl_25905493.mp3,twenties,female_feminine,0
common_voice_pl_20966906.mp3,thirties,male_masculine,1
common_voice_pl_20790700.mp3,twenties,male_masculine,0
common_voice_pl_20871879.mp3,thirties,male_masculine,1
common_voice_pl_35824313.mp3,thirties,male_masculine,1
common_voice_pl_20773835.mp3,twenties,male_masculine,0
common_voice_pl_24496730.mp3,fifties,male_masculine,2
common_voice_pl_24457349.mp3,fifties,male_masculine,2
common_voice_pl_20645796.mp3,twenties,male_masculine,0
common_voice_pl_21784319.mp3,twenties,female_feminine,0
common_voice_pl_25110397.mp3,teens,male_masculine,0
common_voice_pl_20685984.mp3,nineties,male_masculine,2
common_voice_pl_20637833.mp3,thirties,male_masculine,1
common_voice_pl_24499651.mp3,fifties,male_masculine,2
common_voice_pl_24677081.mp3,fifties,male_masculine,2
common_voice_pl_20741660.mp3,fourties,male_masculine,1
common_voice_pl_20769742.mp3,thirties,male_masculine,1
common_voice_pl_27370157.mp3,thirties,male_masculine,1
common_voice_pl_20620093.mp3,twenties,female_feminine,0
common_voice_pl_20646834.mp3,nineties,male_masculine,2
common_voice_pl_22386426.mp3,twenties,male_masculine,0
common_voice_pl_24457582.mp3,fifties,male_masculine,2
common_voice_pl_24499946.mp3,fifties,male_masculine,2
common_voice_pl_24449521.mp3,fifties,male_masculine,2
common_voice_pl_20692246.mp3,thirties,male_masculine,1
common_voice_pl_20747151.mp3,thirties,female_feminine,1
common_voice_pl_27517880.mp3,fourties,male_masculine,1
common_voice_pl_22469622.mp3,twenties,male_masculine,0
common_voice_pl_38861111.mp3,sixties,male_masculine,2
common_voice_pl_21936088.mp3,twenties,female_feminine,0
common_voice_pl_20654147.mp3,nineties,male_masculine,2
common_voice_pl_20654182.mp3,nineties,male_masculine,2
common_voice_pl_20691295.mp3,twenties,male_masculine,0
common_voice_pl_21460505.mp3,thirties,male_masculine,1
common_voice_pl_20738445.mp3,fourties,male_masculine,1
common_voice_pl_24449778.mp3,fifties,male_masculine,2
common_voice_pl_26200474.mp3,twenties,male_masculine,0
common_voice_pl_20647063.mp3,nineties,male_masculine,2
common_voice_pl_20795880.mp3,thirties,male_masculine,1
common_voice_pl_20622219.mp3,twenties,male_masculine,0
common_voice_pl_26199485.mp3,twenties,male_masculine,0
common_voice_pl_24499408.mp3,fifties,male_masculine,2
common_voice_pl_20649907.mp3,twenties,male_masculine,0
common_voice_pl_20744944.mp3,fourties,male_masculine,1
common_voice_pl_20623657.mp3,thirties,male_masculine,1
common_voice_pl_23437530.mp3,twenties,male_masculine,0
common_voice_pl_21635989.mp3,thirties,male_masculine,1
common_voice_pl_21728993.mp3,thirties,male_masculine,1
common_voice_pl_22087709.mp3,twenties,female_feminine,0
common_voice_pl_20671102.mp3,twenties,female_feminine,0
common_voice_pl_37108983.mp3,twenties,female_feminine,0
common_voice_pl_24677059.mp3,fifties,male_masculine,2
common_voice_pl_21460123.mp3,thirties,male_masculine,1
common_voice_pl_20627120.mp3,thirties,male_masculine,1
common_voice_pl_21591564.mp3,twenties,male_masculine,0
common_voice_pl_22441969.mp3,twenties,male_masculine,0
common_voice_pl_20912109.mp3,thirties,male_masculine,1
common_voice_pl_32799651.mp3,twenties,female_feminine,0
common_voice_pl_21717847.mp3,thirties,male_masculine,1
common_voice_pl_21505039.mp3,twenties,male_masculine,0
common_voice_pl_22497766.mp3,sixties,female_feminine,2
common_voice_pl_20665385.mp3,thirties,male_masculine,1
common_voice_pl_25649690.mp3,twenties,male_masculine,0
common_voice_pl_20771454.mp3,twenties,male_masculine,0
common_voice_pl_26990741.mp3,teens,male_masculine,0
common_voice_pl_24495907.mp3,fifties,male_masculine,2
common_voice_pl_25649825.mp3,twenties,male_masculine,0
common_voice_pl_20632005.mp3,twenties,male_masculine,0
common_voice_pl_27824993.mp3,sixties,male_masculine,2
common_voice_pl_20647030.mp3,nineties,male_masculine,2
common_voice_pl_21398030.mp3,twenties,male_masculine,0
common_voice_pl_21626045.mp3,twenties,female_feminine,0
common_voice_pl_20617859.mp3,twenties,male_masculine,0
common_voice_pl_39597726.mp3,seventies,female_feminine,2
common_voice_pl_20644830.mp3,nineties,male_masculine,2
common_voice_pl_28703511.mp3,sixties,male_masculine,2
common_voice_pl_20643334.mp3,twenties,male_masculine,0
common_voice_pl_20875997.mp3,thirties,male_masculine,1
common_voice_pl_20632156.mp3,twenties,male_masculine,0
common_voice_pl_21650696.mp3,twenties,female_feminine,0
common_voice_pl_32380050.mp3,twenties,male_masculine,0
common_voice_pl_20654078.mp3,nineties,male_masculine,2
common_voice_pl_20686592.mp3,thirties,male_masculine,1
common_voice_pl_21867106.mp3,twenties,female_feminine,0
common_voice_pl_20642951.mp3,nineties,male_masculine,2
common_voice_pl_20874904.mp3,thirties,male_masculine,1
common_voice_pl_20685826.mp3,nineties,male_masculine,2
common_voice_pl_20912019.mp3,thirties,male_masculine,1
common_voice_pl_20760733.mp3,fourties,male_masculine,1
common_voice_pl_25596045.mp3,twenties,female_feminine,0
common_voice_pl_20644993.mp3,nineties,male_masculine,2
common_voice_pl_24677135.mp3,fifties,male_masculine,2
common_voice_pl_22472950.mp3,twenties,male_masculine,0
common_voice_pl_24499296.mp3,fifties,male_masculine,2
common_voice_pl_20701194.mp3,twenties,male_masculine,0
common_voice_pl_24677174.mp3,fifties,male_masculine,2
common_voice_pl_20605105.mp3,twenties,male_masculine,0
common_voice_pl_20685962.mp3,nineties,male_masculine,2
common_voice_pl_21187203.mp3,thirties,male_masculine,1
common_voice_pl_20808298.mp3,thirties,male_masculine,1
common_voice_pl_23966962.mp3,twenties,male_masculine,0
common_voice_pl_26178778.mp3,twenties,female_feminine,0
common_voice_pl_24499602.mp3,fifties,male_masculine,2
common_voice_pl_35248261.mp3,thirties,male_masculine,1
common_voice_pl_20686037.mp3,nineties,male_masculine,2
common_voice_pl_20654184.mp3,nineties,male_masculine,2
common_voice_pl_20674198.mp3,twenties,male_masculine,0
common_voice_pl_20711350.mp3,twenties,female_feminine,0
common_voice_pl_20711635.mp3,twenties,female_feminine,0
common_voice_pl_24499711.mp3,fifties,male_masculine,2
common_voice_pl_26196543.mp3,twenties,male_masculine,0
common_voice_pl_20644937.mp3,nineties,male_masculine,2
common_voice_pl_25884190.mp3,twenties,male_masculine,0
common_voice_pl_20686060.mp3,nineties,male_masculine,2
common_voice_pl_25982490.mp3,twenties,male_masculine,0
common_voice_pl_24495657.mp3,fifties,male_masculine,2
common_voice_pl_20626371.mp3,twenties,male_masculine,0
common_voice_pl_27825103.mp3,sixties,male_masculine,2
common_voice_pl_20654418.mp3,nineties,male_masculine,2
common_voice_pl_21772777.mp3,thirties,female_feminine,1
common_voice_pl_25460144.mp3,twenties,female_feminine,0
common_voice_pl_20644845.mp3,nineties,male_masculine,2
common_voice_pl_25878852.mp3,twenties,male_masculine,0
common_voice_pl_24495899.mp3,fifties,male_masculine,2
common_voice_pl_23919001.mp3,twenties,male_masculine,0
common_voice_pl_21540849.mp3,thirties,male_masculine,1
common_voice_pl_26778458.mp3,twenties,female_feminine,0
common_voice_pl_24495906.mp3,fifties,male_masculine,2
common_voice_pl_20685798.mp3,nineties,male_masculine,2
common_voice_pl_20711579.mp3,twenties,female_feminine,0
common_voice_pl_22472818.mp3,twenties,male_masculine,0
common_voice_pl_20645454.mp3,nineties,male_masculine,2
common_voice_pl_20640934.mp3,twenties,male_masculine,0
common_voice_pl_30438065.mp3,thirties,male_masculine,1
common_voice_pl_21758458.mp3,twenties,female_feminine,0
common_voice_pl_20742696.mp3,fourties,male_masculine,1
common_voice_pl_24499840.mp3,fifties,male_masculine,2
common_voice_pl_22082245.mp3,twenties,male_masculine,0
common_voice_pl_20680922.mp3,thirties,male_masculine,1
common_voice_pl_26178856.mp3,twenties,female_feminine,0
common_voice_pl_37126790.mp3,twenties,female_feminine,0
common_voice_pl_20674808.mp3,twenties,male_masculine,0
common_voice_pl_20686120.mp3,nineties,male_masculine,2
common_voice_pl_20744482.mp3,twenties,male_masculine,0
common_voice_pl_24457213.mp3,fifties,male_masculine,2
common_voice_pl_36668767.mp3,thirties,female_feminine,1
common_voice_pl_21535342.mp3,thirties,male_masculine,1
common_voice_pl_20610574.mp3,thirties,male_masculine,1
common_voice_pl_21271124.mp3,thirties,male_masculine,1
common_voice_pl_21082524.mp3,thirties,male_masculine,1
common_voice_pl_20633825.mp3,twenties,male_masculine,0
common_voice_pl_20853210.mp3,thirties,male_masculine,1
common_voice_pl_20642669.mp3,nineties,male_masculine,2
common_voice_pl_30702144.mp3,thirties,male_masculine,1
common_voice_pl_20648612.mp3,twenties,male_masculine,0
common_voice_pl_20690194.mp3,fourties,male_masculine,1
common_voice_pl_24677109.mp3,fifties,male_masculine,2
common_voice_pl_21768798.mp3,twenties,female_feminine,0
common_voice_pl_24677246.mp3,fifties,male_masculine,2
common_voice_pl_20623116.mp3,thirties,female_feminine,1
common_voice_pl_24495775.mp3,fifties,male_masculine,2
common_voice_pl_24496135.mp3,fifties,male_masculine,2
common_voice_pl_22776697.mp3,twenties,male_masculine,0
common_voice_pl_39204053.mp3,twenties,male_masculine,0
common_voice_pl_20608836.mp3,thirties,male_masculine,1
common_voice_pl_24457061.mp3,fifties,male_masculine,2
common_voice_pl_20654095.mp3,nineties,male_masculine,2
common_voice_pl_21291077.mp3,twenties,male_masculine,0
common_voice_pl_27246692.mp3,twenties,male_masculine,0
common_voice_pl_20695327.mp3,thirties,male_masculine,1
common_voice_pl_24450122.mp3,fifties,male_masculine,2
common_voice_pl_20678788.mp3,fifties,male_masculine,2
common_voice_pl_21110868.mp3,thirties,male_masculine,1
common_voice_pl_20685787.mp3,nineties,male_masculine,2
common_voice_pl_20912137.mp3,thirties,male_masculine,1
common_voice_pl_20913016.mp3,thirties,male_masculine,1
common_voice_pl_20685983.mp3,nineties,male_masculine,2
common_voice_pl_20649092.mp3,thirties,male_masculine,1
common_voice_pl_20708915.mp3,twenties,male_masculine,0
common_voice_pl_24495608.mp3,fifties,male_masculine,2
common_voice_pl_20619137.mp3,twenties,male_masculine,0
common_voice_pl_24449532.mp3,fifties,male_masculine,2
common_voice_pl_39204075.mp3,twenties,male_masculine,0
common_voice_pl_20630770.mp3,nineties,male_masculine,2
common_voice_pl_22062552.mp3,fourties,male_masculine,1
common_voice_pl_24456743.mp3,fifties,male_masculine,2
common_voice_pl_20640236.mp3,thirties,male_masculine,1
common_voice_pl_24677131.mp3,fifties,male_masculine,2
common_voice_pl_24709462.mp3,twenties,male_masculine,0
common_voice_pl_38655570.mp3,twenties,male_masculine,0
common_voice_pl_21632463.mp3,twenties,female_feminine,0
common_voice_pl_20644834.mp3,nineties,male_masculine,2
common_voice_pl_24456740.mp3,fifties,male_masculine,2
common_voice_pl_20646679.mp3,twenties,male_masculine,0
common_voice_pl_20740492.mp3,fifties,female_feminine,2
common_voice_pl_20555045.mp3,teens,male_masculine,0
common_voice_pl_20645415.mp3,nineties,male_masculine,2
common_voice_pl_24499490.mp3,fifties,male_masculine,2
common_voice_pl_20643054.mp3,nineties,male_masculine,2
common_voice_pl_25982406.mp3,twenties,male_masculine,0
common_voice_pl_24499715.mp3,fifties,male_masculine,2
common_voice_pl_20623051.mp3,thirties,male_masculine,1
common_voice_pl_20738417.mp3,fifties,female_feminine,2
common_voice_pl_21627010.mp3,thirties,male_masculine,1
common_voice_pl_32986501.mp3,thirties,male_masculine,1
common_voice_pl_21097268.mp3,thirties,male_masculine,1
common_voice_pl_20686044.mp3,nineties,male_masculine,2
common_voice_pl_27493903.mp3,fourties,male_masculine,1
common_voice_pl_35727793.mp3,fifties,male_masculine,2
common_voice_pl_21161480.mp3,thirties,male_masculine,1
common_voice_pl_20645348.mp3,nineties,male_masculine,2
common_voice_pl_20689402.mp3,twenties,female_feminine,0
common_voice_pl_25049622.mp3,teens,male_masculine,0
common_voice_pl_27002635.mp3,teens,male_masculine,0
common_voice_pl_30427657.mp3,thirties,male_masculine,1
common_voice_pl_20928262.mp3,twenties,male_masculine,0
common_voice_pl_25600787.mp3,thirties,male_masculine,1
common_voice_pl_21291113.mp3,twenties,male_masculine,0
common_voice_pl_20892791.mp3,thirties,male_masculine,1
common_voice_pl_20773506.mp3,twenties,male_masculine,0
common_voice_pl_20747632.mp3,twenties,male_masculine,0
common_voice_pl_20660450.mp3,thirties,female_feminine,1
common_voice_pl_25425504.mp3,twenties,male_masculine,0
common_voice_pl_20710519.mp3,twenties,female_feminine,0
common_voice_pl_25317974.mp3,twenties,male_masculine,0
common_voice_pl_21659475.mp3,thirties,male_masculine,1
common_voice_pl_20622019.mp3,twenties,male_masculine,0
common_voice_pl_20674742.mp3,fourties,male_masculine,1
common_voice_pl_24457313.mp3,fifties,male_masculine,2
common_voice_pl_24499754.mp3,fifties,male_masculine,2
common_voice_pl_21677669.mp3,twenties,male_masculine,0
common_voice_pl_24784375.mp3,twenties,male_masculine,0
common_voice_pl_22497798.mp3,sixties,female_feminine,2
common_voice_pl_20947946.mp3,thirties,male_masculine,1
common_voice_pl_20654174.mp3,nineties,male_masculine,2
common_voice_pl_20631113.mp3,nineties,male_masculine,2
common_voice_pl_20614020.mp3,twenties,male_masculine,0
common_voice_pl_20619292.mp3,twenties,male_masculine,0
common_voice_pl_20678787.mp3,fifties,male_masculine,2
common_voice_pl_20654051.mp3,nineties,male_masculine,2
common_voice_pl_20913189.mp3,thirties,male_masculine,1
common_voice_pl_24449865.mp3,fifties,male_masculine,2
common_voice_pl_20713021.mp3,thirties,male_masculine,1
common_voice_pl_20987495.mp3,thirties,male_masculine,1
common_voice_pl_20619148.mp3,twenties,male_masculine,0
common_voice_pl_24449447.mp3,fifties,male_masculine,2
common_voice_pl_24496374.mp3,fifties,male_masculine,2
common_voice_pl_20647038.mp3,nineties,male_masculine,2
common_voice_pl_20620420.mp3,twenties,male_masculine,0
common_voice_pl_20633396.mp3,twenties,male_masculine,0
common_voice_pl_21110980.mp3,thirties,male_masculine,1
common_voice_pl_21639774.mp3,thirties,female_feminine,1
common_voice_pl_20624652.mp3,twenties,male_masculine,0
common_voice_pl_20644498.mp3,thirties,female_feminine,1
common_voice_pl_20642661.mp3,twenties,male_masculine,0
common_voice_pl_24499983.mp3,fifties,male_masculine,2
common_voice_pl_21947680.mp3,fourties,male_masculine,1
common_voice_pl_20685846.mp3,nineties,male_masculine,2
common_voice_pl_20629289.mp3,nineties,male_masculine,2
common_voice_pl_20883767.mp3,fourties,male_masculine,1
common_voice_pl_20642870.mp3,nineties,male_masculine,2
common_voice_pl_25449342.mp3,twenties,female_feminine,0
common_voice_pl_20628982.mp3,nineties,male_masculine,2
common_voice_pl_20765686.mp3,twenties,male_masculine,0
common_voice_pl_20611940.mp3,twenties,male_masculine,0
common_voice_pl_20606930.mp3,twenties,male_masculine,0
common_voice_pl_21677653.mp3,twenties,male_masculine,0
common_voice_pl_21643528.mp3,twenties,female_feminine,0
common_voice_pl_22929694.mp3,fourties,male_masculine,1
common_voice_pl_20642762.mp3,nineties,male_masculine,2
common_voice_pl_22722980.mp3,twenties,female_feminine,0
common_voice_pl_20649129.mp3,thirties,male_masculine,1
common_voice_pl_24496701.mp3,fifties,male_masculine,2
common_voice_pl_21638444.mp3,twenties,female_feminine,0
common_voice_pl_20603342.mp3,thirties,male_masculine,1
common_voice_pl_24677190.mp3,fifties,male_masculine,2
common_voice_pl_36678854.mp3,thirties,female_feminine,1
common_voice_pl_24677133.mp3,fifties,male_masculine,2
common_voice_pl_20624004.mp3,twenties,male_masculine,0
common_voice_pl_20686073.mp3,nineties,male_masculine,2
common_voice_pl_24499413.mp3,fifties,male_masculine,2
common_voice_pl_22775965.mp3,twenties,female_feminine,0
common_voice_pl_21762371.mp3,twenties,male_masculine,0
common_voice_pl_20645381.mp3,nineties,male_masculine,2
common_voice_pl_20646778.mp3,nineties,male_masculine,2
common_voice_pl_20635054.mp3,twenties,male_masculine,0
common_voice_pl_20880894.mp3,thirties,male_masculine,1
common_voice_pl_20612028.mp3,twenties,male_masculine,0
common_voice_pl_20642950.mp3,nineties,male_masculine,2
common_voice_pl_20652422.mp3,twenties,male_masculine,0
common_voice_pl_21309962.mp3,fourties,male_masculine,1
common_voice_pl_25449558.mp3,twenties,female_feminine,0
common_voice_pl_20612726.mp3,twenties,male_masculine,0
common_voice_pl_24499981.mp3,fifties,male_masculine,2
common_voice_pl_21655498.mp3,thirties,male_masculine,1
common_voice_pl_26778597.mp3,twenties,female_feminine,0
common_voice_pl_20645076.mp3,nineties,male_masculine,2
common_voice_pl_20963486.mp3,thirties,male_masculine,1
common_voice_pl_24457695.mp3,fifties,male_masculine,2
common_voice_pl_20699301.mp3,thirties,male_masculine,1
common_voice_pl_20641836.mp3,fourties,male_masculine,1
common_voice_pl_25049698.mp3,teens,male_masculine,0
common_voice_pl_26200255.mp3,twenties,male_masculine,0
common_voice_pl_24677278.mp3,fifties,male_masculine,2
common_voice_pl_20764601.mp3,twenties,male_masculine,0
common_voice_pl_24453927.mp3,fourties,male_masculine,1
common_voice_pl_20645313.mp3,nineties,male_masculine,2
common_voice_pl_20692565.mp3,thirties,male_masculine,1
common_voice_pl_21540851.mp3,thirties,male_masculine,1
common_voice_pl_20618591.mp3,fifties,male_masculine,2
common_voice_pl_21935996.mp3,twenties,female_feminine,0
common_voice_pl_31985924.mp3,teens,male_masculine,0
common_voice_pl_20932835.mp3,thirties,male_masculine,1
common_voice_pl_20654464.mp3,nineties,male_masculine,2
common_voice_pl_39606020.mp3,thirties,male_masculine,1
common_voice_pl_24677130.mp3,fifties,male_masculine,2
common_voice_pl_21626548.mp3,thirties,male_masculine,1
common_voice_pl_20654809.mp3,thirties,male_masculine,1
common_voice_pl_20697461.mp3,fourties,male_masculine,1
common_voice_pl_26642601.mp3,twenties,male_masculine,0
common_voice_pl_24496191.mp3,fifties,male_masculine,2
common_voice_pl_20697764.mp3,thirties,male_masculine,1
common_voice_pl_24496666.mp3,fifties,male_masculine,2
common_voice_pl_20689367.mp3,twenties,female_feminine,0
common_voice_pl_20664672.mp3,thirties,male_masculine,1
common_voice_pl_20654435.mp3,nineties,male_masculine,2
common_voice_pl_24457459.mp3,fifties,male_masculine,2
common_voice_pl_21753011.mp3,twenties,female_feminine,0
common_voice_pl_24499447.mp3,fifties,male_masculine,2
common_voice_pl_20642794.mp3,nineties,male_masculine,2
common_voice_pl_24457358.mp3,fifties,male_masculine,2
common_voice_pl_24495823.mp3,fifties,male_masculine,2
common_voice_pl_20608513.mp3,twenties,male_masculine,0
common_voice_pl_22650052.mp3,twenties,male_masculine,0
common_voice_pl_24496274.mp3,fifties,male_masculine,2
common_voice_pl_26991456.mp3,teens,male_masculine,0
common_voice_pl_20689185.mp3,thirties,male_masculine,1
common_voice_pl_21947712.mp3,fourties,male_masculine,1
common_voice_pl_21753280.mp3,twenties,female_feminine,0
common_voice_pl_20686056.mp3,nineties,male_masculine,2
common_voice_pl_24979850.mp3,teens,male_masculine,0
common_voice_pl_24497016.mp3,fifties,male_masculine,2
common_voice_pl_24496077.mp3,fifties,male_masculine,2
common_voice_pl_20606548.mp3,twenties,male_masculine,0
common_voice_pl_20650346.mp3,twenties,male_masculine,0
common_voice_pl_20654096.mp3,nineties,male_masculine,2
common_voice_pl_20794355.mp3,thirties,female_feminine,1
common_voice_pl_37760447.mp3,fourties,male_masculine,1
common_voice_pl_22233271.mp3,thirties,male_masculine,1
common_voice_pl_20786521.mp3,thirties,female_feminine,1
